DriverAge,DriverWeight,KartPowerHP,TrackLength_m,NumCorners,ElevationChange_m,TirePressure_psi,GearRatio,FuelLoad_kg,ReactionTime_ms,AggressivenessScore,TrainingHoursPerWeek,TrackTemperature_C,Humidity_%,WindSpeed_kmh,LapTimeSeconds
18,64.56405766683613,10.291631009556625,699.9579440528701,17,1.9204117742825044,26.60473489508451,3.0264299609264445,1.7163621746146243,286.2842703346411,7,3.7437719486754535,30.617236134609985,31.13127375662085,14.661331908291743,271.787243827336
14,55.35481357956839,10.144464281353098,629.1426254063921,10,16.190901678304538,29.0468348969467,3.334384701037526,2.4805192952727477,272.75896586339303,1,7.1969553106466755,31.60317622416009,46.96290788854533,5.890772174735758,262.0179475002419
14,55.108918020890975,10.694918385200097,621.2486217441852,15,2.927123999968777,22.240857398631917,5.304987073795619,4.116648004896929,354.5180932239064,8,12.689795427514829,16.322271110190133,82.80717658036875,19.033277754673943,250.41862787455713
19,59.25644634709129,5.187247137943906,1151.038653173568,19,17.655103273676108,28.77485337879643,4.701307544247359,2.970621557715131,302.5721544140291,7,3.9542562004523734,36.203862332624894,84.72767848351144,1.2105243966066181,300.0
16,58.083984623826005,12.112272814705024,1308.398608429801,10,10.436900345282076,20.404097804444245,4.82524160343651,1.9487864409566145,308.65200082620987,8,4.282403322945478,37.918972492118904,82.47145645040204,10.002097524186116,300.0
15,68.93467020423964,12.12394301952988,1187.4532688706845,5,14.637334552462338,20.665565129225303,4.810287383062641,3.6536988523800926,334.74701921940454,1,6.962610569184304,22.16936907177464,34.28771366031951,3.2636817119203765,300.0
19,61.491329357952374,6.15469775177888,1110.3005973805634,6,19.441898236510525,25.964370747256744,3.1104518164341837,1.5106873582097555,304.8994345718577,3,14.072650406881278,34.57699704484462,61.572159401453895,18.48105134404974,300.0
19,54.146946088731774,10.702394424458006,1408.0969489996505,14,8.638862871770886,19.231580095139318,3.5168384382360056,1.8611933601377846,328.8800828008405,6,4.365289190063331,27.0843251129643,65.549735779655,0.6536285823168342,300.0
14,75.12352548124626,10.683611824357746,464.23161846672656,15,9.194436879556594,23.457360111371198,5.183598983872276,2.0269327510666035,281.9287770703142,7,14.423117726179216,28.278452313473572,52.30427271565765,14.67601798033302,227.51166027443213
17,60.39446665216178,11.824504201904002,584.2313945738648,16,16.516917543854795,20.56598729873386,4.937154223501981,3.3378161552142522,275.3101991177365,3,10.735788285831775,21.07037141118986,59.934580749641974,17.246286475335964,246.34079673366895
16,66.15071740775117,5.853976921350811,855.8475412375853,15,2.2047551091970607,24.85027611875744,4.335870425546504,3.208955012851417,312.76340211857934,9,8.126126027392344,37.36843831571578,28.765857740469485,5.551876083116132,300.0
13,55.134187940441926,11.265033072660964,809.6968078542545,10,0.5539779420712998,27.681870002931152,3.0611986231488983,3.078164685515288,338.00011892219004,5,2.2295565956985697,38.95883429720519,82.93073289790337,14.583279666680065,276.7475868037883
19,62.90492502195619,7.807519507463412,859.8567632593247,6,12.086330827192395,18.509093517811372,4.25053331224726,1.389628879282594,288.603092595515,7,8.821325342829962,31.3659605231157,29.435714528431113,1.7481251863419223,300.0
15,62.48887992914556,10.07002990496172,627.1003955469766,19,3.350395597761533,22.959720226193994,3.7438625182134104,4.120445888335176,276.08325886207314,7,7.403717121370118,18.792281123941283,78.42868211912361,3.1888396638182104,261.4824653343188
17,44.882805663230776,12.733235527040767,564.4536471382512,18,5.114764554868914,26.76807137363884,5.091807726936576,1.527141276393317,368.40692757887496,5,12.28058288916682,28.362578474989938,23.648074739411094,19.181711717594332,236.99139173237953
17,76.12220088368512,12.056459363630132,960.1125722037209,17,19.525598378665542,22.10705163384237,5.474030758919343,4.755001300731006,324.83069008775414,4,9.270021885004308,22.561540403821155,48.13947460056877,4.518169392606028,291.9310322168759
13,70.32515568738037,6.189030176779934,1420.857776475673,6,13.062960946306163,18.500472631169774,4.511419731804961,1.2608644706132064,306.4241735640986,9,14.658796928406625,26.271618441969327,33.64930383422103,5.830966989246804,300.0
19,56.8224374708321,10.911847871160733,831.1664085849087,8,17.115253558702296,25.09656376593281,4.210576780545431,4.519851636370473,244.2946413022102,4,3.454925525312822,31.863524111095455,31.134411573187528,17.866280669314165,281.91543129060625
15,51.181842076353156,14.691165309407385,447.6885355314809,16,17.955820918342173,19.441974253852866,3.8191271415104997,2.1911030787908503,319.96871639361154,7,13.894547199130585,16.767566344130568,67.18580853470489,5.852467449697631,222.13128825009525
16,62.780492910428414,6.567694373350022,1176.784077178477,17,2.4270005106558235,22.43903643035196,3.2778322698301174,3.7993165939013616,251.98645118783827,2,6.934376952595859,20.082499568332597,82.17814879024317,10.323546506170423,300.0
12,60.69358159531517,13.52907087725415,720.2153960798925,18,18.55555036334724,29.886398260403734,4.115244953142831,2.332869309242268,334.77965938309694,8,8.59622254291057,33.74689832021681,75.31655534897098,5.943133319690636,254.16947004936674
15,62.845351588505835,12.02548080553777,669.6045080353813,12,17.33038373706938,22.77623962565802,5.034096056036999,3.880058174263005,361.20875215907154,4,13.091680799473352,15.954214662630598,40.36730423557944,14.279857144440253,253.0406536126153
13,61.53261916955272,12.740033129097597,756.6838007677583,10,0.906852718526725,28.11428335532952,4.998232887622437,2.92459229963642,350.3898126886248,5,10.902784031186856,30.046631695466562,62.523071942700746,19.43166486446068,247.237607089091
17,64.04992791444741,7.819583271426454,1196.197076298664,18,19.54415240647425,28.317674812516497,4.238332549279645,3.1071008932199593,353.1817438086357,5,14.30015875244483,21.681695419580542,40.622257862777865,2.322347680397967,300.0
16,71.57844559513445,7.878889293798425,1300.7013255573345,12,9.166339004895152,21.15397403388134,5.897935143205054,3.8657376429114696,269.4038644661038,1,14.800653972847254,37.562145788485424,26.342551313175782,16.02199501723358,300.0
15,64.54482564102916,14.06019455776488,1046.86167407286,19,19.489768247020546,25.14605975832685,5.820224300898784,1.534277688599453,336.50936634769323,4,10.34005993440588,35.827530434740304,28.16122929035578,11.4133513843906,282.126169673831
12,51.60275600872047,8.598320320925588,754.7266290915068,8,16.477089070873593,29.36950396643519,5.62695231688798,2.065383026560896,284.9498493025555,7,9.277179159522635,37.98338199655539,32.12603647739404,10.838445246313572,286.7660694798499
12,70.90050282169962,5.630153906928105,741.5260564290061,15,8.802683941716404,25.27599156723869,4.307394610404014,4.362982492680764,345.2110360945179,4,5.288747621002553,17.3466077716944,66.25658906900877,12.399033389699614,300.0
14,73.1249165079063,11.005967035794502,536.7391848960093,7,10.231148663449712,27.759052018102402,5.239596362561967,4.159250065708073,309.94642711530594,2,5.581143716615672,39.86792956558167,29.381996379141913,16.4355946626487,247.21495887355755
14,85.21645387609668,6.248176690418426,1426.631153058714,11,5.501950239497811,23.550755077527942,5.78699944916405,4.961188206466871,290.2029194970845,5,5.298789042267455,18.58743056780871,60.30291811646581,14.159140465399547,300.0
18,51.01204773408322,12.965962414079081,1101.9533388657014,19,9.738396109800753,26.631928807214056,5.212910926865067,1.091826029135348,288.14815683286014,7,12.202349613466698,36.753138759819585,20.089091535583076,10.074884226378742,281.8373368655356
13,61.9430561052022,11.417464425010575,429.67208184145045,11,2.1498474662294087,18.262223920445624,3.9472818703324393,1.5687433295042243,318.4935373855496,4,10.001099560212802,24.399212642210507,71.21041508612988,0.5792670098048291,222.98150010070074
19,43.3432103744881,13.747265052212082,1128.603804705349,6,18.172701012327877,27.449681502318683,3.2040239766337053,2.349261515671887,278.24699734605474,6,11.56490016034446,38.87756940929356,38.080124975823324,8.035732635876947,274.7166374950478
15,64.42519325103368,12.848372497826352,891.8687666128587,5,14.264241959656186,26.06219320030435,5.87403731439967,3.773591794157469,236.56476901951393,4,12.611110898326654,15.026017711151937,59.83636613380904,17.97053050036318,253.7620377801455
15,55.61439761466582,6.121136483381962,1469.8137593516115,15,16.10413447810331,22.30618491127297,5.977278526994799,2.262175585169483,343.50356510789777,3,13.613602439083962,32.22926102971334,44.28448098381806,11.546676513860314,300.0
19,75.38756635859963,8.810706764344223,1300.9757072870475,12,10.62244424595148,23.003830924776857,5.080923197937503,2.3838633085819048,286.6691330459122,10,3.910383741181966,39.89146830932687,57.388932919572696,7.651912745269263,300.0
18,53.80308023985135,12.745602499145873,588.4473292160781,7,2.512677638258669,21.919366881428537,3.9460589674246176,1.9097473503076103,357.90551464414176,1,13.37596903873818,32.34667796921928,33.57326873567988,1.3310309786003027,226.00489856644265
17,46.48653569626191,9.173414732663257,1192.122230762353,10,10.744893031413154,24.29143902926114,5.5950861594962245,4.6383714965276805,341.16070898336693,8,10.394738730285528,32.66358590451469,63.336155945520815,19.364442904686744,300.0
17,56.229890074379846,14.723654847799782,934.1226042187898,11,6.584125176530895,19.304107610322106,5.860363340766376,3.190218149179007,313.4145781170339,6,13.93397355630857,31.68122117082155,81.7492623518425,4.623677822885948,250.1616507074969
18,44.1960978302629,12.357404498934493,605.7496800369211,12,0.2021160465075167,28.13897926141867,4.519328739567795,1.6387366782019432,361.4574398463273,10,14.07337216933994,39.48431641704174,60.50891856461593,13.310592575764034,229.38552064582132
17,66.00879563605848,5.1549991669032105,1168.613898062944,10,12.300715860718313,23.736644141822055,3.934947819722378,3.328840168342464,281.7902633497501,3,7.546287917700551,32.94015104089233,50.95103812115583,11.861826625143177,300.0
14,43.47933562994943,13.799856915608364,1002.12633656367,11,17.072984484804753,18.517226139968216,4.219079232078894,1.6380281717368574,334.5474804257036,1,11.284386338547545,27.423386121559965,53.1527663047759,3.326989847601034,270.38477186208286
15,60.22766064946527,6.008047848685576,433.4112666487275,9,14.211041168956955,24.635540890283423,3.2215442193308883,2.0873948075448268,305.5625397402393,4,12.737162419241606,21.1941135236638,48.31364171363876,4.191979227524398,263.6591099021372
18,43.377505441150426,6.405237241800858,1111.2467455817086,7,4.470647750154233,29.166205629142578,4.697004130196914,3.784413037405885,226.48835750504978,4,5.347357479720368,34.42491216089819,36.48706494716417,18.80384970782348,300.0
15,57.437617563706866,12.34492400611051,1098.4857988486847,19,16.382663967301948,19.04952607277629,4.136560471583964,4.032719425339419,283.7397201689393,8,8.318392454684167,19.025585124124866,46.59589278288508,19.929423803052458,300.0
19,73.14702524643627,13.649685594304803,558.4936771566089,6,6.189989677944099,19.478310784406467,5.653621921814681,2.7323425690602994,267.33133511978394,6,5.370430010136783,16.553360660721264,49.514576657805684,7.337957034649268,229.69633229127714
12,62.88518313148636,10.363496278995559,783.8864996963622,11,4.369708944794544,22.646199396579302,3.8266570212019326,1.6686918337759913,275.6334470679782,3,3.1502754534528474,34.07795870075411,68.21915110573778,10.00645664876469,278.5113620731247
14,53.092051160280526,7.890497329457792,1044.4888678261439,12,19.2228357619585,26.82749112881799,3.0251110005681374,1.846127807948371,264.2203674262332,5,11.07354616119879,24.22085536982072,42.288666555675576,10.39137317347435,300.0
16,59.75037208848733,8.513155452531755,552.6613155174028,18,0.3319436566995271,25.255463244904163,5.211487720736734,3.1584245105684303,221.88816931620653,6,9.439533322244607,20.304142144338925,46.369441002929236,2.5240207995610264,253.47290018840954
14,60.14413497635557,8.42889329596056,1337.9957156182322,12,3.351382741758615,23.495513883980802,3.0222250535678956,3.3557647564894406,316.3414038167844,5,7.1995692752105755,34.1736931156599,63.60969583839162,19.474311824170215,300.0
18,63.78104276674725,8.266781038095122,430.23465091647415,17,9.340020657611799,29.912950691252394,4.63791331407209,4.4745439706239685,274.73685239941574,2,4.763287325129302,36.6908234252139,75.27306311049517,6.113883513229384,258.4012686243391
16,49.06513309375339,7.429096718216498,513.1211564662905,7,3.341384118362598,20.229519397859296,3.5437768680179715,2.07255453915265,294.6999278702346,6,4.463161096265509,17.637294870618597,78.92596646749755,8.779396734132463,266.8446104932815
12,64.74053819077865,11.08867094629233,527.7176118403725,6,3.337390049674045,27.86108153908736,4.8314374978971095,3.4479707002877378,326.33604067377405,8,5.633104632253556,25.373718279804073,61.86695682918048,17.62830536417901,237.01697906083027
18,38.3648669471778,14.004053185650672,980.9178385725606,17,12.686966226672629,19.48604341077713,3.5936528161532326,1.010604825174871,294.4940714076847,8,14.767929313433873,15.593837208484576,52.06583898779911,14.053088777846014,261.5284010482321
13,54.96092358108952,8.070824130833412,1082.1254133854877,13,16.38060243410505,20.155284315316337,4.505631346978095,2.8849802491683105,330.0145662057384,6,14.51345624255552,35.69135540065679,66.2828633637065,5.917251903670144,300.0
15,56.093809260387644,6.866942974614121,844.1148761516351,10,13.232348994577624,21.545331186882166,4.005206609879549,2.592420122793255,319.3291330907254,3,12.982314616117582,15.205356842812243,22.161957409035278,1.2710116520320147,300.0
12,65.0666146085699,13.385776663714248,717.5335104349829,14,2.0290441003227655,28.477148626438368,3.547664694907919,1.4805980410538093,284.94109435427083,8,2.889065638077967,24.762797567240344,59.256325877487406,2.7073286039596356,251.92021658287027
15,60.18104682141495,12.417833308897032,1290.2491131881131,7,17.90756946229445,23.330468750635525,4.819447602019873,4.564952224191149,310.54289150289185,1,12.814151974213084,37.568579560644125,41.549284605895686,7.813605025564032,300.0
17,48.75549556914971,14.308370315599104,475.11458209906215,9,18.454956702749705,22.749424935541274,3.2466559214267843,1.432236530802689,330.52247192742834,7,11.823273752528056,29.5841890908819,56.329978432901854,8.875386069859312,223.9851130058535
13,52.12005499346388,6.655197356049096,708.3210472460709,5,5.620050936788421,23.88870949544967,5.823408716500898,2.06180754777864,291.1379264065434,8,14.20194435872859,35.07092522178764,40.308413861017044,9.605008594274256,293.63630845359967
13,61.589440076379255,6.442513141165915,443.02713668436786,6,11.06225078347953,25.57087598489221,5.334388688307762,3.9359566801248365,324.7503299073734,5,8.06915976666502,18.374086845080523,32.67751082043305,1.318343009028795,268.588872420479
12,59.36746126508355,10.414293943049966,415.2791484628948,13,9.704732339529121,23.081930016349013,5.747602873839222,1.7229333173953094,333.9371815479747,4,8.69377522562521,17.867208451454356,36.991129662812824,0.7931524899526998,234.49989856386975
13,55.36700712291403,11.144336548350953,788.7178756254214,14,13.364494527140678,29.550380261935587,3.127401769034651,1.3070885358391777,282.6648288223278,5,9.38020385691636,23.859816219227373,72.02310481113028,12.468419011428047,270.9115938764831
16,56.15332968390417,9.801734418595895,614.3060286894251,15,19.558928245069175,19.624102918116556,3.0064191177934387,4.87741176906442,327.3132166218371,1,9.09752942774703,31.827859568812684,46.269587037168925,3.2406849834304596,269.1805772976227
13,65.56934397727431,10.989666363238754,695.202440322071,14,19.727606924801194,23.70799565132681,4.073785032411068,2.1741471414008133,283.6545164114828,6,6.078651599220606,19.08309045107024,70.74201654803026,13.116370385867064,267.9758431476924
15,55.858459417046284,6.803797688750714,1303.041873200465,7,10.18288651914333,22.98519669728224,4.850041615170591,1.242768981871663,331.22463530917,10,4.09834633591041,16.638679523035876,72.60915617940486,3.004689722467657,300.0
15,59.29527004776742,9.796137541640833,579.2781058741435,12,1.8389932495813222,26.312481813401448,3.7331866638009195,1.5641566161327667,258.0876354455548,5,11.253056641101857,39.395749825727705,21.375805244128095,10.98120847674137,246.2012942160295
18,77.35949270464434,11.58092560939668,1258.2567038669808,14,6.689450534576853,29.55700032294078,4.647977334906949,1.8898248600076837,309.9399486729463,5,13.863241456507991,22.269528916122226,85.75193666381824,5.482775915634541,300.0
15,48.61053890492862,9.327064492487036,1142.555685461,12,8.27132983057024,21.460954492861973,4.818004886212804,4.833560689846534,308.59759034940413,5,10.662997983384232,30.61007919346556,27.006609868375044,4.028952060920814,300.0
18,45.185258147402735,11.794473358165979,759.090077654916,19,10.692667257251792,29.463918046903437,3.454880984298069,1.0643823878631267,323.40461194025215,9,12.778654017911114,31.4886785660138,53.0072121117754,4.417373355387286,257.4177108410534
15,66.26871731838885,9.511912805538396,1001.2117596939166,9,19.207407413718013,27.93239558516307,5.30661724703895,4.171173041467776,302.26471334685846,9,8.776619319740945,15.966089558944471,86.52561262519251,8.553834133911414,300.0
16,54.570855509647174,8.335995808422773,888.8791707519927,12,5.248350604963017,27.72573494246184,5.809077435752151,4.123662758984368,292.14691228099997,8,8.56680046494504,29.147545394791564,31.077721675215344,10.807894627518744,300.0
19,57.45409977805904,8.036050470870924,541.2348470474319,6,10.73375436493145,18.87691139528736,4.9203831998247445,2.998528776278428,253.94405073647488,10,14.811144810414342,20.007592963456002,33.45028019356434,16.496787876132846,249.55982504152354
18,53.75074897495109,9.10902058988588,1397.9038539075932,6,5.82095490263475,29.287001431697643,5.843546342669419,4.7316009616507255,290.1945693495935,9,14.929085970967064,17.246951229090598,36.38675616512188,14.543447755342068,300.0
14,57.9215988738599,5.230896226822008,1026.5797643443361,16,18.38923723945246,28.067134157396218,3.73840137961358,1.0537334235391165,275.0688533167271,5,9.91349503292408,24.922735633584225,78.11888177789697,4.237726199187051,300.0
17,72.78830489677073,11.685251384461138,1368.2640503750004,8,19.799153919278606,26.21499749307134,3.1095436227187583,2.9808225345211774,338.0866218864596,2,6.821417613639459,34.82095098705851,78.88621355046936,8.694739489998176,300.0
12,66.41702766894495,13.451056409802618,1306.2091629946194,12,17.41478532980938,19.534310867224345,3.7423067705167194,2.0138432958806405,323.4186487884212,2,6.841635804988201,39.22638201284896,83.04052083846705,0.6348390555406014,300.0
15,66.89778809509582,8.546270944431186,487.7535178403656,6,6.774871839501961,23.040447111347763,4.944333735774128,4.047717997671494,224.07325469785533,10,10.73427064967118,27.376310801710687,55.36596439180412,11.401940988239561,238.4491099574428
13,48.67018355365884,5.460331361417186,627.9977326202977,8,5.557680447278381,28.082739070357498,4.792904762671308,1.6929802089915427,372.94081280081764,8,4.916825401789838,37.18711429349179,83.15387190807456,14.078607469201556,300.0
19,50.790770107577046,14.867755973855576,559.7872258123139,12,8.623412214951237,23.25037651900711,3.802217029900537,4.500304623532177,327.5429208179278,3,14.742955308966911,38.6296665379683,38.84516842302313,14.849191727789904,220.97077395138834
15,37.287370724116585,7.63698255451067,1313.8574860656106,7,14.9515212332447,23.237462022516524,4.224141883843064,2.62190405813354,289.34132354611825,1,11.268895169099027,26.073449165125297,62.71398312058437,2.4842487804406566,300.0
13,53.52495343133797,6.26621121690773,1348.6912891007225,12,0.18630999408549176,21.241509694610183,4.10290567805582,1.543467073510572,324.4378318285882,2,4.094671598606418,18.634078810386097,49.98246477854113,9.99998442286441,300.0
17,67.65362549108526,8.69752507973028,980.7686607892025,16,19.902223162414266,18.614259011172216,5.8512772438514675,1.1389985431732965,259.85915244301526,6,6.734147293288111,22.752621598656013,40.149220217230834,17.655383508160387,300.0
17,64.13557212598697,12.385570406335567,514.5958797588077,6,17.6682272181461,24.156045756435113,3.943014183555663,3.75780864623553,265.77550486915555,7,4.908025384524439,24.68853574663568,73.37829170037924,3.7067849900764704,236.09837084661794
17,58.22789389638301,7.939165968905657,549.1782803973178,18,0.4763106291029806,27.29363392261061,3.5793385945657468,4.7138268085349555,242.9190288958812,10,3.118919612239722,26.363220396589597,71.48751799111432,1.4467270101343277,272.5652153331571
13,59.821597730255576,10.747032039194877,1294.903693682094,5,7.642003040887381,19.752856260849985,4.696837941147865,4.8794812046556935,297.2375566122482,6,10.38285287528149,31.1166851410299,72.42755680034075,5.193657016792921,300.0
15,54.48891565939675,9.155599944371422,1422.1091501822634,18,13.75668117199497,28.725330807072744,3.374471554845252,4.497316441599642,340.0616538511605,1,3.3573070798765245,31.13011233814178,61.88946471300731,2.0820710995261305,300.0
17,61.638071059214276,6.1776399227661845,619.4232536217223,18,4.828117330898358,24.66340782062698,4.523609662338548,2.5581414641154834,319.8136825157661,1,7.150168477819451,28.58137300838765,43.59600386611488,1.1775816641964698,300.0
16,66.12702623584492,8.302870124921103,412.2513341193904,18,2.856774337833581,27.74758656748731,5.0608340198510025,4.623437239793674,304.7257943030992,6,10.70369652511357,20.70768635276196,67.02950360108079,4.493726010165339,241.39882146674577
18,47.07290570071622,12.248705057140667,764.0481956658557,10,12.58636821313945,26.004478471543123,5.82978926541649,3.5747103926344246,306.34077149264914,7,4.096103376557041,24.08666235306621,34.08012858314403,7.356033921270344,269.1632328064386
13,62.397181502698785,11.120038973314458,433.54932861266946,12,18.07050902917522,19.619347481614923,5.676773089340683,1.2532680015303805,376.91114752321084,1,13.493920789512515,25.33598634181314,37.39602759523129,14.873328471217505,232.4763516580473
13,67.45947896763734,6.19778379883561,1310.7724076858417,13,19.111866449089597,28.87910659974257,5.523647725165878,1.683460293286664,349.7395120780494,8,4.404117390192613,31.59325138688274,87.02155888421164,1.4788369123888345,300.0
15,56.679197688293044,6.633224097143086,940.6634829488768,14,0.20526612567370872,26.61779703413135,4.181618328740539,2.5403402847789063,267.27152195363965,5,9.938159418942819,18.536647999072255,58.08149368224469,19.487594636969476,300.0
13,65.60560489696466,11.407333593074455,1106.046856639322,12,17.48914706801107,18.426947876733973,5.6819229992355655,2.224913010362978,248.8430174315026,3,14.009263939210074,21.04095532439325,70.12590138793905,0.237146496443712,296.20237194280077
13,82.51723555578042,13.134154143208688,852.6333637501964,6,11.215358110681263,24.960530864745227,5.149916690382554,2.3438042022718384,300.7315373568347,6,3.239797008661432,22.09662628087615,51.88195171538959,16.13272566745364,266.510510142952
17,59.16525765610486,8.494744959581693,780.0583017137301,5,4.754085977109175,23.76151447890812,4.324581141197886,3.939887662353948,287.1331886770089,5,3.3644336052786326,27.959234113807675,20.11874074394742,0.10134995757379084,295.0489564688364
15,63.14645640004259,10.953107518434502,644.4204543836934,11,12.338874154731453,28.3098489148949,4.69223523425412,1.2355194804747431,339.99928707255896,10,3.6340388167009077,33.93746624401976,55.73693185652576,5.035880851655006,262.6784314747111
17,54.095543330708864,6.706435887521053,1247.5858017419603,11,19.91577534888233,19.47341894092334,4.308332592208931,3.423149413724938,272.73495435703546,6,6.647875254903035,36.10861711276195,57.76803355436532,18.657983453145114,300.0
18,61.450009300816404,8.113763369053238,1165.1023428570822,17,5.523446772942391,25.090128550878614,3.5903630525227594,2.3465629702339137,348.25228951000446,1,10.730670428619774,33.55865536008034,26.78861810784075,8.67899897483978,300.0
19,63.68217299985843,5.202702056730526,796.8018829456948,16,5.537765384036,21.723360477926487,4.355062257300359,4.529628736681908,314.0384194680521,6,9.002180174519443,33.704213460335964,34.8247037738749,6.825545084349828,300.0
18,61.5587387221611,12.682759477995226,753.2277477291012,17,13.97884922056014,20.947426403918296,5.422229037681781,1.2286736110482641,268.447196428402,1,5.876417006808886,21.02126716716628,28.77237049296337,13.137989328060367,258.60513094704373
19,51.84243744232914,9.010098197729668,401.3671665135469,7,0.8641512139961649,18.270424204661,3.7997641705154535,4.886684883810542,253.0437128471948,5,10.03481172268613,37.120171886742085,81.7673296788943,15.345075285561766,229.57368494783208
17,61.65089417060361,13.16125573653954,469.9073430500197,10,16.410944365261653,21.986740366199637,4.92102148214017,1.3237073927424672,306.14252799802415,5,7.8044525133679,16.314109086575634,22.113008385598523,18.367801208645393,228.80747947398433
18,71.69756750974109,12.083729960227263,1085.5810773818982,11,13.050578448982833,22.753150591823992,4.659819626441452,2.7378944565126897,278.88705211068043,6,6.584382835895625,28.50602477817072,73.18512098816971,18.23795425266715,294.53213062475174
15,63.58908611611622,13.28744265728477,966.0680412590078,18,16.82382545260783,23.37344046025314,5.760326686842188,4.428275162933899,335.23381852409454,10,6.971839200285926,17.21074696433061,50.17680735491196,13.968877357387111,285.69619112828684
12,67.69589751257473,7.8565866958288275,878.2835249335247,13,4.614801546412648,26.816660044243733,5.238508844185675,2.2875932775042376,293.2405511440789,10,6.671518646305813,30.021900443214008,20.1807901087974,0.9047714205186463,300.0
17,58.10390423989898,6.851087304278453,1310.2524648818244,5,16.94380448294616,22.842509174632944,4.084174254425399,4.400346562144451,182.40967210128355,8,8.652778197588386,16.182253431066822,51.43393543156102,6.195188689005915,300.0
19,65.99920191538969,14.719056826516706,954.2880248431312,17,8.972270368502105,20.34287857560163,4.685179201363971,4.852668194661572,300.53296993467586,7,6.9431688787151495,31.022531164368733,88.42910187730295,6.03809693166141,270.70494155962245
16,62.23414270573221,12.173277870408695,822.942939548052,7,2.6544446659002996,22.777754810734955,5.733636002703127,1.4909847733516433,234.09446662899705,7,6.153564284279933,15.842064492210786,51.495798354635035,6.42659352699493,255.00666563176298
19,52.392714162502145,13.340422679266704,577.3819822774835,9,18.028451932036585,18.83478007064281,3.679441760665284,2.9089427045680356,266.1070721019684,8,6.1733135028658515,19.127876245957815,39.10078816361782,2.1274077759871868,242.66599997234889
16,62.548168038391,5.131333737099338,1302.756809036081,7,14.100262957504786,29.664890750962037,4.423449954303679,1.9231771641581261,245.96183085861853,7,4.84693083927309,33.83451896725322,84.40394631788423,0.8204020878489615,300.0
13,52.06642669247751,8.544616202958865,1033.8730751333064,12,3.3657027123410876,18.794800904027742,3.6650418679862953,4.06813175285113,292.35987976678354,5,4.727404003270205,22.56895395064455,25.63279250578377,4.639095180658797,300.0
18,54.93695780092166,12.428166905773317,501.70596251503304,14,4.930097912931624,20.42269024200094,4.255273291542531,1.431956387207907,234.38553801345398,9,5.718828912984004,37.1031023949388,72.9783074427827,11.672120044194044,233.25142754423825
16,61.514626458338995,5.779828329899833,1113.7882377967835,10,5.377270782423171,23.136379637230547,3.1746696968694272,4.098997382814975,249.75311064838095,4,14.639339397626346,17.453221472111096,37.29210060440596,0.060476778810913956,300.0
